Transaction_ID,Date,Category,Product,Region,Store_ID,Base_Price,Units_Sold,Discount_Applied,Total_Revenue,Year,Month,Day_of_Week,Is_Weekend,Is_Outlier
21517,2022-03-08,Home Appliances,Vacuum Cleaner,East,STR_EAS_5,42168,1,0.05,40059.6,2022,3,1,0,0
21518,2022-03-08,Accessories,Keyboard,East,STR_EAS_2,3123,6,0.04,17988.48,2022,3,1,0,0
21519,2022-03-08,Electronics,Laptop,West,STR_WES_2,52981,6,0.05,301991.7,2022,3,1,0,0
21520,2022-03-08,Electronics,Laptop,East,STR_EAS_1,62929,2,0.01,124599.42,2022,3,1,0,0
21521,2022-03-08,Electronics,Tablet,West,STR_WES_5,64377,3,0.06,181543.14,2022,3,1,0,0
21522,2022-03-08,Electronics,Laptop,South,STR_SOU_1,29906,2,0.01,59213.88,2022,3,1,0,0
21523,2022-03-08,Accessories,Mouse,North,STR_NOR_1,4050,3,0.09,11056.5,2022,3,1,0,0
21524,2022-03-08,Accessories,Mouse,East,STR_EAS_2,4119,10,0.07,38306.7,2022,3,1,0,0
21525,2022-03-08,Home Appliances,Air Conditioner,East,STR_EAS_1,37708,2,0.1,67874.4,2022,3,1,0,0
21526,2022-03-08,Home Appliances,Vacuum Cleaner,West,STR_WES_1,22704,4,0.07,84458.88,2022,3,1,0,0
21527,2022-03-08,Accessories,Keyboard,East,STR_EAS_4,1013,1,0.03,982.61,2022,3,1,0,0
21528,2022-03-08,Accessories,Headphones,East,STR_EAS_1,2434,1,0.04,2336.64,2022,3,1,0,0
21529,2022-03-08,Home Appliances,Microwave,North,STR_NOR_3,17676,1,0.0,17676.0,2022,3,1,0,0
21530,2022-03-08,Accessories,Headphones,South,STR_SOU_3,1990,1,0.08,1830.8,2022,3,1,0,0
21531,2022-03-08,Accessories,Mouse,East,STR_EAS_2,4723,6,0.08,26070.96,2022,3,1,0,0
21532,2022-03-08,Home Appliances,Vacuum Cleaner,South,STR_SOU_3,19227,1,0.05,18265.65,2022,3,1,0,0
21533,2022-03-08,Home Appliances,Vacuum Cleaner,North,STR_NOR_4,25237,7,0.03,171359.23,2022,3,1,0,0
21534,2022-03-08,Home Appliances,Microwave,South,STR_SOU_3,41877,4,0.02,164157.84,2022,3,1,0,0
21535,2022-03-08,Accessories,Mouse,South,STR_SOU_5,3657,2,0.03,7094.58,2022,3,1,0,0
21536,2022-03-08,Accessories,Keyboard,North,STR_NOR_3,2750,2,0.03,5335.0,2022,3,1,0,0
21537,2022-03-08,Accessories,Headphones,West,STR_WES_5,2793,3,0.05,7960.05,2022,3,1,0,0
21538,2022-03-08,Home Appliances,Vacuum Cleaner,South,STR_SOU_4,27034,6,0.05,154093.8,2022,3,1,0,0
21539,2022-03-08,Home Appliances,Microwave,North,STR_NOR_5,43010,5,0.03,208598.5,2022,3,1,0,0
21540,2022-03-08,Accessories,Mouse,North,STR_NOR_1,4219,2,0.01,8353.62,2022,3,1,0,0
21541,2022-03-08,Home Appliances,Microwave,West,STR_WES_1,16060,2,0.08,29550.4,2022,3,1,0,0
21542,2022-03-08,Accessories,Mouse,South,STR_SOU_5,2053,2,0.02,4023.88,2022,3,1,0,0
21543,2022-03-08,Electronics,Tablet,North,STR_NOR_1,37698,4,0.02,147776.16,2022,3,1,0,0
21544,2022-03-08,Accessories,Keyboard,North,STR_NOR_5,4887,3,0.08,13488.12,2022,3,1,0,0
21545,2022-03-08,Home Appliances,Vacuum Cleaner,West,STR_WES_5,25428,1,0.08,23393.76,2022,3,1,0,0
21546,2022-03-08,Home Appliances,Air Conditioner,South,STR_SOU_2,24842,3,0.04,71544.96,2022,3,1,0,0
21547,2022-03-08,Electronics,Laptop,North,STR_NOR_5,52991,1,0.07,49281.63,2022,3,1,0,0
21548,2022-03-08,Accessories,Mouse,East,STR_EAS_1,1916,3,0.0,5748.0,2022,3,1,0,0
21549,2022-03-08,Electronics,Smartphone,East,STR_EAS_4,67637,2,0.07,125804.82,2022,3,1,0,0
21550,2022-03-08,Home Appliances,Vacuum Cleaner,North,STR_NOR_4,35229,1,0.02,34524.42,2022,3,1,0,0
21551,2022-03-08,Home Appliances,Microwave,East,STR_EAS_5,38195,1,0.02,37431.1,2022,3,1,0,0
21552,2022-03-08,Electronics,Tablet,South,STR_SOU_3,50259,1,0.04,48248.64,2022,3,1,0,0
21553,2022-03-08,Electronics,Smartphone,South,STR_SOU_1,44495,1,0.02,43605.1,2022,3,1,0,0
21554,2022-03-08,Home Appliances,Air Conditioner,South,STR_SOU_3,36983,2,0.09,67309.06,2022,3,1,0,0
21555,2022-03-08,Accessories,Headphones,North,STR_NOR_4,2560,5,0.01,12672.0,2022,3,1,0,0
21556,2022-03-08,Electronics,Tablet,South,STR_SOU_2,29451,7,0.06,193787.58,2022,3,1,0,0
21557,2022-03-08,Home Appliances,Microwave,South,STR_SOU_4,18807,3,0.04,54164.16,2022,3,1,0,0
21558,2022-03-08,Home Appliances,Microwave,South,STR_SOU_4,39445,2,0.0,78890.0,2022,3,1,0,0
21559,2022-03-08,Accessories,Headphones,South,STR_SOU_1,1496,3,0.05,4263.6,2022,3,1,0,0
21560,2022-03-08,Electronics,Smartphone,North,STR_NOR_2,34971,1,0.01,34621.29,2022,3,1,0,0
21561,2022-03-08,Electronics,Laptop,West,STR_WES_1,20616,4,0.01,81639.36,2022,3,1,0,0
21562,2022-03-08,Accessories,Headphones,East,STR_EAS_3,4955,1,0.06,4657.7,2022,3,1,0,0
21563,2022-03-08,Home Appliances,Air Conditioner,South,STR_SOU_5,24565,1,0.05,23336.75,2022,3,1,0,0
21564,2022-03-08,Electronics,Tablet,South,STR_SOU_1,32575,5,0.01,161246.25,2022,3,1,0,0
21565,2022-03-08,Accessories,Keyboard,East,STR_EAS_3,4211,5,0.09,19160.05,2022,3,1,0,0
21566,2022-03-08,Home Appliances,Microwave,West,STR_WES_3,31789,4,0.04,122069.76,2022,3,1,0,0
21567,2022-03-08,Home Appliances,Air Conditioner,North,STR_NOR_2,39996,3,0.02,117588.24,2022,3,1,0,0
21568,2022-03-08,Home Appliances,Vacuum Cleaner,North,STR_NOR_5,39471,1,0.02,38681.58,2022,3,1,0,0
21569,2022-03-08,Accessories,Mouse,East,STR_EAS_2,3732,8,0.05,28363.2,2022,3,1,0,0
21570,2022-03-08,Electronics,Smartphone,South,STR_SOU_2,35501,1,0.03,34435.97,2022,3,1,0,0
21571,2022-03-08,Accessories,Keyboard,East,STR_EAS_5,3292,4,0.08,12114.56,2022,3,1,0,0
21572,2022-03-08,Accessories,Keyboard,West,STR_WES_3,4948,11,0.05,51706.6,2022,3,1,0,0
21573,2022-03-08,Accessories,Keyboard,South,STR_SOU_2,3945,4,0.07,14675.4,2022,3,1,0,0
21574,2022-03-08,Accessories,Headphones,North,STR_NOR_2,1362,3,0.04,3922.56,2022,3,1,0,0
21575,2022-03-08,Accessories,Keyboard,East,STR_EAS_3,2006,1,0.07,1865.58,2022,3,1,0,0
21576,2022-03-08,Electronics,Tablet,West,STR_WES_4,55237,1,0.01,54684.63,2022,3,1,0,0
21577,2022-03-08,Electronics,Laptop,West,STR_WES_2,54586,1,0.07,50764.98,2022,3,1,0,0
21578,2022-03-08,Electronics,Laptop,North,STR_NOR_2,58700,7,0.07,382137.0,2022,3,1,0,1
21579,2022-03-08,Electronics,Tablet,South,STR_SOU_4,54251,1,0.07,50453.43,2022,3,1,0,0
21580,2022-03-08,Electronics,Laptop,South,STR_SOU_2,52204,3,0.04,150347.52,2022,3,1,0,0
21581,2022-03-08,Home Appliances,Vacuum Cleaner,West,STR_WES_2,39335,2,0.03,76309.9,2022,3,1,0,0
21582,2022-03-08,Electronics,Tablet,East,STR_EAS_3,32440,1,0.05,30818.0,2022,3,1,0,0
21583,2022-03-08,Accessories,Mouse,East,STR_EAS_4,2007,1,0.04,1926.72,2022,3,1,0,0
21584,2022-03-08,Home Appliances,Microwave,North,STR_NOR_1,38954,3,0.09,106344.42,2022,3,1,0,0
21585,2022-03-08,Electronics,Smartphone,South,STR_SOU_2,21806,1,0.06,20497.64,2022,3,1,0,0
21586,2022-03-08,Home Appliances,Microwave,West,STR_WES_2,42586,5,0.01,210800.7,2022,3,1,0,0
21587,2022-03-08,Home Appliances,Microwave,North,STR_NOR_5,39710,6,0.07,221581.8,2022,3,1,0,0
21588,2022-03-08,Home Appliances,Microwave,South,STR_SOU_1,16415,2,0.06,30860.2,2022,3,1,0,0
21589,2022-03-08,Electronics,Laptop,North,STR_NOR_2,70465,2,0.02,138111.4,2022,3,1,0,0
21590,2022-03-08,Home Appliances,Vacuum Cleaner,North,STR_NOR_3,16489,1,0.09,15004.99,2022,3,1,0,0
21591,2022-03-08,Home Appliances,Vacuum Cleaner,North,STR_NOR_2,16625,6,0.04,95760.0,2022,3,1,0,0
21592,2022-03-08,Home Appliances,Air Conditioner,South,STR_SOU_2,40428,3,0.06,114006.96,2022,3,1,0,0
21593,2022-03-08,Accessories,Mouse,East,STR_EAS_3,1761,1,0.01,1743.39,2022,3,1,0,0
21594,2022-03-08,Home Appliances,Microwave,South,STR_SOU_3,17657,1,0.09,16067.87,2022,3,1,0,0
21595,2022-03-08,Accessories,Mouse,South,STR_SOU_3,4539,3,0.01,13480.83,2022,3,1,0,0
21596,2022-03-08,Electronics,Smartphone,South,STR_SOU_2,68902,1,0.07,64078.86,2022,3,1,0,0
21597,2022-03-08,Home Appliances,Microwave,South,STR_SOU_4,27607,4,0.09,100489.48,2022,3,1,0,0
21598,2022-03-08,Home Appliances,Microwave,East,STR_EAS_5,19784,3,0.08,54603.84,2022,3,1,0,0
21599,2022-03-08,Accessories,Mouse,East,STR_EAS_2,3481,1,0.0,3481.0,2022,3,1,0,0
21600,2022-03-08,Accessories,Keyboard,East,STR_EAS_1,4151,1,0.08,3818.92,2022,3,1,0,0
21601,2022-03-08,Accessories,Mouse,West,STR_WES_1,1051,1,0.07,977.43,2022,3,1,0,0
21602,2022-03-08,Accessories,Keyboard,North,STR_NOR_2,4888,3,0.1,13197.6,2022,3,1,0,0
21603,2022-03-08,Accessories,Headphones,South,STR_SOU_3,4483,12,0.04,51644.16,2022,3,1,0,0
21604,2022-03-08,Electronics,Laptop,South,STR_SOU_2,31519,2,0.06,59255.72,2022,3,1,0,0
21605,2022-03-08,Home Appliances,Microwave,North,STR_NOR_5,43876,1,0.06,41243.44,2022,3,1,0,0
21606,2022-03-08,Home Appliances,Vacuum Cleaner,West,STR_WES_3,39493,1,0.04,37913.28,2022,3,1,0,0
21607,2022-03-08,Home Appliances,Air Conditioner,North,STR_NOR_5,17518,3,0.04,50451.84,2022,3,1,0,0
21608,2022-03-08,Accessories,Mouse,South,STR_SOU_3,4288,2,0.03,8318.72,2022,3,1,0,0
21609,2022-03-08,Home Appliances,Air Conditioner,West,STR_WES_4,27090,1,0.05,25735.5,2022,3,1,0,0
21610,2022-03-08,Accessories,Keyboard,South,STR_SOU_2,4469,1,0.07,4156.17,2022,3,1,0,0
21611,2022-03-08,Home Appliances,Microwave,West,STR_WES_3,42101,3,0.09,114935.73,2022,3,1,0,0
21612,2022-03-08,Accessories,Keyboard,North,STR_NOR_4,1231,4,0.03,4776.28,2022,3,1,0,0
21613,2022-03-08,Home Appliances,Air Conditioner,South,STR_SOU_5,16058,1,0.07,14933.94,2022,3,1,0,0
21614,2022-03-08,Accessories,Headphones,West,STR_WES_4,3573,2,0.04,6860.16,2022,3,1,0,0
21615,2022-03-08,Home Appliances,Vacuum Cleaner,West,STR_WES_3,16834,1,0.01,16665.66,2022,3,1,0,0
21616,2022-03-08,Home Appliances,Microwave,East,STR_EAS_3,32703,2,0.05,62135.7,2022,3,1,0,0
21617,2022-03-08,Electronics,Laptop,South,STR_SOU_5,38101,2,0.01,75439.98,2022,3,1,0,0
21618,2022-03-08,Electronics,Tablet,East,STR_EAS_2,60003,1,0.04,57602.88,2022,3,1,0,0
21619,2022-03-08,Accessories,Headphones,South,STR_SOU_5,2924,1,0.02,2865.52,2022,3,1,0,0
21620,2022-03-08,Home Appliances,Air Conditioner,East,STR_EAS_3,38894,1,0.04,37338.24,2022,3,1,0,0
21621,2022-03-08,Accessories,Mouse,South,STR_SOU_1,3812,5,0.05,18107.0,2022,3,1,0,0
21622,2022-03-08,Accessories,Mouse,South,STR_SOU_5,1739,3,0.09,4747.47,2022,3,1,0,0
21623,2022-03-08,Accessories,Keyboard,West,STR_WES_5,2246,1,0.04,2156.16,2022,3,1,0,0
21624,2022-03-08,Electronics,Tablet,East,STR_EAS_3,31583,2,0.04,60639.36,2022,3,1,0,0
21625,2022-03-08,Home Appliances,Air Conditioner,East,STR_EAS_3,38585,1,0.06,36269.9,2022,3,1,0,0
21626,2022-03-08,Electronics,Laptop,East,STR_EAS_3,69354,1,0.07,64499.22,2022,3,1,0,0
21627,2022-03-08,Electronics,Laptop,North,STR_NOR_3,61284,3,0.01,182013.48,2022,3,1,0,0
21628,2022-03-08,Electronics,Smartphone,South,STR_SOU_1,39683,4,0.08,146033.44,2022,3,1,0,0
21629,2022-03-08,Electronics,Laptop,West,STR_WES_1,25553,10,0.0,255530.0,2022,3,1,0,0
21630,2022-03-08,Home Appliances,Air Conditioner,South,STR_SOU_1,20683,3,0.07,57705.57,2022,3,1,0,0
21631,2022-03-08,Electronics,Laptop,South,STR_SOU_3,79038,2,0.03,153333.72,2022,3,1,0,0
21632,2022-03-08,Home Appliances,Vacuum Cleaner,West,STR_WES_2,38281,3,0.06,107952.42,2022,3,1,0,0
21633,2022-03-08,Home Appliances,Vacuum Cleaner,South,STR_SOU_3,30689,5,0.08,141169.4,2022,3,1,0,0
21634,2022-03-08,Accessories,Mouse,West,STR_WES_1,3839,7,0.02,26335.54,2022,3,1,0,0
21635,2022-03-08,Accessories,Keyboard,North,STR_NOR_1,4967,5,0.03,24089.95,2022,3,1,0,0
21636,2022-03-08,Electronics,Tablet,South,STR_SOU_4,64718,4,0.03,251105.84,2022,3,1,0,0
21637,2022-03-08,Home Appliances,Air Conditioner,South,STR_SOU_1,17353,1,0.1,15617.7,2022,3,1,0,0
21638,2022-03-08,Accessories,Keyboard,East,STR_EAS_4,3371,5,0.09,15338.05,2022,3,1,0,0
21639,2022-03-08,Accessories,Keyboard,North,STR_NOR_2,1170,4,0.09,4258.8,2022,3,1,0,0
21640,2022-03-08,Electronics,Smartphone,North,STR_NOR_1,49613,1,0.04,47628.48,2022,3,1,0,0
21641,2022-03-08,Home Appliances,Air Conditioner,South,STR_SOU_3,18211,2,0.03,35329.34,2022,3,1,0,0
21642,2022-03-08,Home Appliances,Microwave,North,STR_NOR_5,21455,4,0.02,84103.6,2022,3,1,0,0
21643,2022-03-08,Home Appliances,Air Conditioner,North,STR_NOR_1,38897,2,0.05,73904.3,2022,3,1,0,0
21644,2022-03-08,Electronics,Laptop,East,STR_EAS_4,60264,1,0.03,58456.08,2022,3,1,0,0
21645,2022-03-08,Accessories,Keyboard,West,STR_WES_1,3126,7,0.0,21882.0,2022,3,1,0,0
21646,2022-03-09,Home Appliances,Vacuum Cleaner,West,STR_WES_2,27500,5,0.02,134750.0,2022,3,2,0,0
21647,2022-03-09,Accessories,Headphones,West,STR_WES_2,4678,2,0.02,9168.88,2022,3,2,0,0
21648,2022-03-09,Electronics,Laptop,East,STR_EAS_4,78518,3,0.07,219065.22,2022,3,2,0,0
21649,2022-03-09,Home Appliances,Vacuum Cleaner,North,STR_NOR_5,44023,1,0.03,42702.31,2022,3,2,0,0
21650,2022-03-09,Electronics,Smartphone,South,STR_SOU_2,39706,4,0.07,147706.32,2022,3,2,0,0
21651,2022-03-09,Accessories,Headphones,East,STR_EAS_3,2479,2,0.04,4759.68,2022,3,2,0,0
21652,2022-03-09,Electronics,Laptop,West,STR_WES_2,47682,2,0.01,94410.36,2022,3,2,0,0
21653,2022-03-09,Home Appliances,Air Conditioner,North,STR_NOR_4,28695,3,0.04,82641.6,2022,3,2,0,0
21654,2022-03-09,Home Appliances,Air Conditioner,West,STR_WES_2,33552,6,0.04,193259.52,2022,3,2,0,0
21655,2022-03-09,Electronics,Smartphone,South,STR_SOU_5,33680,1,0.01,33343.2,2022,3,2,0,0
21656,2022-03-09,Accessories,Headphones,West,STR_WES_1,4377,1,0.02,4289.46,2022,3,2,0,0
21657,2022-03-09,Home Appliances,Air Conditioner,North,STR_NOR_4,30883,1,0.08,28412.36,2022,3,2,0,0
21658,2022-03-09,Electronics,Laptop,West,STR_WES_1,38403,2,0.03,74501.82,2022,3,2,0,0
21659,2022-03-09,Accessories,Headphones,West,STR_WES_5,3078,2,0.09,5601.96,2022,3,2,0,0
21660,2022-03-09,Accessories,Headphones,North,STR_NOR_5,4589,2,0.09,8351.98,2022,3,2,0,0
21661,2022-03-09,Home Appliances,Air Conditioner,East,STR_EAS_5,31790,2,0.0,63580.0,2022,3,2,0,0
21662,2022-03-09,Accessories,Mouse,West,STR_WES_3,2415,2,0.06,4540.2,2022,3,2,0,0
21663,2022-03-09,Electronics,Laptop,South,STR_SOU_3,48235,5,0.05,229116.25,2022,3,2,0,0
21664,2022-03-09,Electronics,Laptop,South,STR_SOU_4,23760,1,0.04,22809.6,2022,3,2,0,0
21665,2022-03-09,Home Appliances,Vacuum Cleaner,West,STR_WES_5,34815,6,0.01,206801.1,2022,3,2,0,0
21666,2022-03-09,Home Appliances,Vacuum Cleaner,West,STR_WES_5,33391,1,0.03,32389.27,2022,3,2,0,0
21667,2022-03-09,Accessories,Headphones,West,STR_WES_4,2510,8,0.05,19076.0,2022,3,2,0,0
21668,2022-03-09,Accessories,Headphones,North,STR_NOR_4,1073,1,0.09,976.43,2022,3,2,0,0
21669,2022-03-09,Home Appliances,Vacuum Cleaner,West,STR_WES_5,19245,4,0.06,72361.2,2022,3,2,0,0
21670,2022-03-09,Accessories,Keyboard,South,STR_SOU_4,2940,1,0.07,2734.2,2022,3,2,0,0
21671,2022-03-09,Accessories,Mouse,West,STR_WES_5,3166,2,0.05,6015.4,2022,3,2,0,0
21672,2022-03-09,Electronics,Tablet,East,STR_EAS_1,51278,3,0.08,141527.28,2022,3,2,0,0
21673,2022-03-09,Home Appliances,Microwave,East,STR_EAS_2,27505,1,0.02,26954.9,2022,3,2,0,0
21674,2022-03-09,Electronics,Tablet,North,STR_NOR_2,54267,1,0.04,52096.32,2022,3,2,0,0
21675,2022-03-09,Home Appliances,Microwave,North,STR_NOR_3,20389,2,0.0,40778.0,2022,3,2,0,0
21676,2022-03-09,Home Appliances,Microwave,East,STR_EAS_4,17977,6,0.01,106783.38,2022,3,2,0,0
21677,2022-03-09,Electronics,Tablet,South,STR_SOU_4,41042,2,0.08,75517.28,2022,3,2,0,0
21678,2022-03-09,Accessories,Mouse,West,STR_WES_3,1148,2,0.01,2273.04,2022,3,2,0,0
21679,2022-03-09,Electronics,Laptop,West,STR_WES_2,42282,1,0.04,40590.72,2022,3,2,0,0
21680,2022-03-09,Electronics,Smartphone,West,STR_WES_3,22475,2,0.01,44500.5,2022,3,2,0,0
21681,2022-03-09,Home Appliances,Microwave,North,STR_NOR_5,32184,1,0.1,28965.6,2022,3,2,0,0
21682,2022-03-09,Accessories,Headphones,East,STR_EAS_4,1288,1,0.08,1184.96,2022,3,2,0,0
21683,2022-03-09,Accessories,Keyboard,East,STR_EAS_5,4290,1,0.01,4247.1,2022,3,2,0,0
21684,2022-03-09,Accessories,Headphones,South,STR_SOU_4,1789,7,0.06,11771.62,2022,3,2,0,0
21685,2022-03-09,Home Appliances,Air Conditioner,West,STR_WES_1,36955,1,0.06,34737.7,2022,3,2,0,0
21686,2022-03-09,Accessories,Mouse,West,STR_WES_5,2464,1,0.02,2414.72,2022,3,2,0,0
21687,2022-03-09,Electronics,Laptop,West,STR_WES_2,72346,3,0.07,201845.34,2022,3,2,0,0
21688,2022-03-09,Home Appliances,Vacuum Cleaner,South,STR_SOU_5,33689,4,0.01,133408.44,2022,3,2,0,0
21689,2022-03-09,Home Appliances,Vacuum Cleaner,South,STR_SOU_4,23249,5,0.03,112757.65,2022,3,2,0,0
21690,2022-03-09,Accessories,Keyboard,East,STR_EAS_5,3185,1,0.0,3185.0,2022,3,2,0,0
21691,2022-03-09,Electronics,Tablet,South,STR_SOU_3,63004,3,0.04,181451.52,2022,3,2,0,0
21692,2022-03-09,Accessories,Keyboard,North,STR_NOR_4,3032,1,0.09,2759.12,2022,3,2,0,0
21693,2022-03-09,Accessories,Mouse,South,STR_SOU_3,4625,1,0.01,4578.75,2022,3,2,0,0
21694,2022-03-09,Electronics,Tablet,West,STR_WES_5,37661,2,0.09,68543.02,2022,3,2,0,0
21695,2022-03-09,Electronics,Laptop,North,STR_NOR_4,53354,2,0.08,98171.36,2022,3,2,0,0
21696,2022-03-09,Accessories,Keyboard,North,STR_NOR_5,1761,1,0.03,1708.17,2022,3,2,0,0
21697,2022-03-09,Accessories,Headphones,East,STR_EAS_5,3785,4,0.09,13777.4,2022,3,2,0,0
21698,2022-03-09,Home Appliances,Air Conditioner,West,STR_WES_3,36916,2,0.08,67925.44,2022,3,2,0,0
21699,2022-03-09,Electronics,Laptop,South,STR_SOU_4,36906,2,0.06,69383.28,2022,3,2,0,0
21700,2022-03-09,Electronics,Laptop,West,STR_WES_4,77921,3,0.06,219737.22,2022,3,2,0,0
21701,2022-03-09,Home Appliances,Vacuum Cleaner,West,STR_WES_4,44221,5,0.09,201205.55,2022,3,2,0,0
21702,2022-03-09,Accessories,Keyboard,North,STR_NOR_5,1430,1,0.03,1387.1,2022,3,2,0,0
21703,2022-03-09,Electronics,Tablet,West,STR_WES_5,71527,1,0.05,67950.65,2022,3,2,0,0
21704,2022-03-09,Accessories,Keyboard,East,STR_EAS_1,3224,1,0.02,3159.52,2022,3,2,0,0
21705,2022-03-09,Electronics,Smartphone,East,STR_EAS_4,30817,2,0.04,59168.64,2022,3,2,0,0
21706,2022-03-09,Electronics,Laptop,East,STR_EAS_3,53494,1,0.01,52959.06,2022,3,2,0,0
21707,2022-03-09,Accessories,Mouse,West,STR_WES_2,1236,3,0.06,3485.52,2022,3,2,0,0
21708,2022-03-09,Electronics,Smartphone,South,STR_SOU_3,36433,4,0.05,138445.4,2022,3,2,0,0
21709,2022-03-09,Home Appliances,Microwave,North,STR_NOR_5,38128,2,0.02,74730.88,2022,3,2,0,0
21710,2022-03-09,Electronics,Tablet,West,STR_WES_1,52830,1,0.01,52301.7,2022,3,2,0,0
21711,2022-03-09,Electronics,Tablet,East,STR_EAS_3,30102,2,0.08,55387.68,2022,3,2,0,0
21712,2022-03-09,Electronics,Tablet,South,STR_SOU_3,42705,1,0.0,42705.0,2022,3,2,0,0
21713,2022-03-09,Electronics,Laptop,North,STR_NOR_5,60501,1,0.01,59895.99,2022,3,2,0,0
21714,2022-03-09,Home Appliances,Air Conditioner,South,STR_SOU_5,29052,3,0.04,83669.76,2022,3,2,0,0
21715,2022-03-09,Accessories,Headphones,West,STR_WES_1,1864,1,0.04,1789.44,2022,3,2,0,0
21716,2022-03-09,Electronics,Laptop,West,STR_WES_2,27264,9,0.04,235560.96,2022,3,2,0,0
21717,2022-03-09,Electronics,Smartphone,South,STR_SOU_5,76164,5,0.03,369395.4,2022,3,2,0,1
21718,2022-03-09,Electronics,Smartphone,North,STR_NOR_4,61504,2,0.02,120547.84,2022,3,2,0,0
21719,2022-03-09,Home Appliances,Vacuum Cleaner,South,STR_SOU_3,15338,3,0.02,45093.72,2022,3,2,0,0
21720,2022-03-09,Home Appliances,Air Conditioner,North,STR_NOR_5,20306,1,0.07,18884.58,2022,3,2,0,0
21721,2022-03-09,Accessories,Mouse,East,STR_EAS_2,3708,4,0.09,13497.12,2022,3,2,0,0
21722,2022-03-09,Accessories,Keyboard,North,STR_NOR_3,3065,3,0.01,9103.05,2022,3,2,0,0
21723,2022-03-09,Electronics,Tablet,North,STR_NOR_1,58501,2,0.05,111151.9,2022,3,2,0,0
21724,2022-03-09,Electronics,Tablet,North,STR_NOR_1,44225,1,0.09,40244.75,2022,3,2,0,0
21725,2022-03-09,Electronics,Laptop,East,STR_EAS_2,75685,1,0.05,71900.75,2022,3,2,0,0
21726,2022-03-09,Home Appliances,Air Conditioner,South,STR_SOU_5,44679,2,0.04,85783.68,2022,3,2,0,0
21727,2022-03-09,Home Appliances,Air Conditioner,East,STR_EAS_5,23485,3,0.04,67636.8,2022,3,2,0,0
21728,2022-03-09,Home Appliances,Microwave,West,STR_WES_1,23835,1,0.03,23119.95,2022,3,2,0,0
21729,2022-03-09,Accessories,Mouse,North,STR_NOR_1,2353,3,0.02,6917.82,2022,3,2,0,0
21730,2022-03-09,Home Appliances,Air Conditioner,West,STR_WES_1,33159,2,0.09,60349.38,2022,3,2,0,0
21731,2022-03-09,Accessories,Headphones,West,STR_WES_5,2770,2,0.03,5373.8,2022,3,2,0,0
21732,2022-03-09,Electronics,Laptop,South,STR_SOU_3,67193,2,0.03,130354.42,2022,3,2,0,0
21733,2022-03-09,Accessories,Headphones,West,STR_WES_5,4078,1,0.02,3996.44,2022,3,2,0,0
21734,2022-03-09,Electronics,Laptop,West,STR_WES_5,75470,2,0.09,137355.4,2022,3,2,0,0
21735,2022-03-09,Electronics,Smartphone,East,STR_EAS_1,69034,1,0.06,64891.96,2022,3,2,0,0
21736,2022-03-09,Electronics,Smartphone,West,STR_WES_2,42841,3,0.07,119526.39,2022,3,2,0,0
21737,2022-03-09,Accessories,Keyboard,North,STR_NOR_3,4748,3,0.01,14101.56,2022,3,2,0,0
21738,2022-03-09,Accessories,Keyboard,East,STR_EAS_2,3395,4,0.05,12901.0,2022,3,2,0,0
21739,2022-03-09,Home Appliances,Microwave,West,STR_WES_1,38435,1,0.09,34975.85,2022,3,2,0,0
21740,2022-03-09,Electronics,Smartphone,South,STR_SOU_2,37657,3,0.03,109581.87,2022,3,2,0,0
21741,2022-03-09,Electronics,Tablet,East,STR_EAS_3,54574,1,0.02,53482.52,2022,3,2,0,0
21742,2022-03-09,Accessories,Mouse,East,STR_EAS_2,4455,1,0.01,4410.45,2022,3,2,0,0
21743,2022-03-09,Home Appliances,Microwave,West,STR_WES_2,42953,2,0.08,79033.52,2022,3,2,0,0
21744,2022-03-09,Electronics,Laptop,East,STR_EAS_4,49302,1,0.09,44864.82,2022,3,2,0,0
21745,2022-03-09,Electronics,Smartphone,West,STR_WES_2,63729,1,0.06,59905.26,2022,3,2,0,0
21746,2022-03-09,Accessories,Mouse,East,STR_EAS_1,2199,3,0.03,6399.09,2022,3,2,0,0
21747,2022-03-09,Home Appliances,Air Conditioner,West,STR_WES_5,43865,3,0.02,128963.1,2022,3,2,0,0
21748,2022-03-09,Accessories,Keyboard,East,STR_EAS_3,4280,1,0.0,4280.0,2022,3,2,0,0
21749,2022-03-09,Accessories,Mouse,East,STR_EAS_4,3670,4,0.03,14239.6,2022,3,2,0,0
21750,2022-03-09,Electronics,Laptop,East,STR_EAS_5,29626,1,0.01,29329.74,2022,3,2,0,0
21751,2022-03-09,Electronics,Laptop,East,STR_EAS_2,22686,2,0.01,44918.28,2022,3,2,0,0
21752,2022-03-09,Electronics,Tablet,South,STR_SOU_5,72911,1,0.07,67807.23,2022,3,2,0,0
21753,2022-03-09,Accessories,Keyboard,South,STR_SOU_2,1872,1,0.08,1722.24,2022,3,2,0,0
21754,2022-03-09,Home Appliances,Air Conditioner,West,STR_WES_4,17161,3,0.01,50968.17,2022,3,2,0,0
21755,2022-03-09,Accessories,Mouse,South,STR_SOU_3,2903,1,0.1,2612.7,2022,3,2,0,0
21756,2022-03-09,Home Appliances,Microwave,West,STR_WES_4,30400,1,0.07,28272.0,2022,3,2,0,0
21757,2022-03-09,Electronics,Smartphone,South,STR_SOU_5,32544,2,0.08,59880.96,2022,3,2,0,0
